ID,Market_and_Exchange_Names,Report_Date_as_YYYY_MM_DD,YYYY Report Week WW,CONTRACT_MARKET_NAME,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Commodity Name,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,COMMODITY_NAME,COMMODITY_SUBGROUP_NAME,COMMODITY_GROUP_NAME,FutOnly_or_Combined
220719067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",07/19/2022 12:00:00 AM,2022 Report Week 29,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,460048,69460,62176,104842,272111,281302,446413,448320,13635,11728,460048,69460,62176,104842,272111,281302,446413,448320,13635,11728,0,0,0,0,0,0,0,0,0,0,8361,1330,-8048,1899,5295,13640,8524,7491,-163,870,100,15.1,13.5,22.8,59.1,61.1,97,97.5,3,2.5,100,15.1,13.5,22.8,59.1,61.1,97,97.5,3,2.5,0,0,0,0,0,0,0,0,0,0,105,17,31,39,52,48,96,92,105,17,31,39,52,48,96,92,0,0,0,0,0,0,0,0,40.2,28.4,51.7,43.5,33.6,23.6,39.5,33.9,40.2,28.4,51.7,43.5,33.6,23.6,39.5,33.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220712067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",07/12/2022 12:00:00 AM,2022 Report Week 28,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,451687,68130,70224,102943,266816,267662,437889,440829,13798,10858,451687,68130,70224,102943,266816,267662,437889,440829,13798,10858,0,0,0,0,0,0,0,0,0,0,-6174,3910,-12114,2050,-12292,5823,-6332,-4241,158,-1933,100,15.1,15.5,22.8,59.1,59.3,96.9,97.6,3.1,2.4,100,15.1,15.5,22.8,59.1,59.3,96.9,97.6,3.1,2.4,0,0,0,0,0,0,0,0,0,0,110,17,36,42,53,49,101,97,110,17,36,42,53,49,101,97,0,0,0,0,0,0,0,0,43.1,30,54.4,45.1,36.5,24.1,42.4,34.6,43.1,30,54.4,45.1,36.5,24.1,42.4,34.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220705067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",07/05/2022 12:00:00 AM,2022 Report Week 27,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,457861,64220,82338,100893,279108,261839,444221,445070,13640,12791,457861,64220,82338,100893,279108,261839,444221,445070,13640,12791,0,0,0,0,0,0,0,0,0,0,13070,267,9234,-9247,21349,10735,12369,10722,701,2348,100,14,18,22,61,57.2,97,97.2,3,2.8,100,14,18,22,61,57.2,97,97.2,3,2.8,0,0,0,0,0,0,0,0,0,0,104,17,32,39,51,45,95,90,104,17,32,39,51,45,95,90,0,0,0,0,0,0,0,0,41.3,31.3,55,47.2,35.4,25.6,42.3,36.3,41.3,31.3,55,47.2,35.4,25.6,42.3,36.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220628067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",06/28/2022 12:00:00 AM,2022 Report Week 26,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,444791,63953,73104,110140,257759,251104,431852,434348,12939,10443,444791,63953,73104,110140,257759,251104,431852,434348,12939,10443,0,0,0,0,0,0,0,0,0,0,-3463,71,1335,1789,-3997,-4915,-2137,-1791,-1326,-1672,100,14.4,16.4,24.8,58,56.5,97.1,97.7,2.9,2.3,100,14.4,16.4,24.8,58,56.5,97.1,97.7,2.9,2.3,0,0,0,0,0,0,0,0,0,0,109,18,34,40,53,45,99,92,109,18,34,40,53,45,99,92,0,0,0,0,0,0,0,0,43.5,32.8,57.5,47.5,37.9,26.9,44.5,37,43.5,32.8,57.5,47.5,37.9,26.9,44.5,37,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220621067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",06/21/2022 12:00:00 AM,2022 Report Week 25,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,448254,63882,71769,108351,261756,256019,433989,436139,14265,12115,448254,63882,71769,108351,261756,256019,433989,436139,14265,12115,0,0,0,0,0,0,0,0,0,0,-25160,-3989,14793,-7822,-12458,-31574,-24269,-24603,-891,-557,100,14.3,16,24.2,58.4,57.1,96.8,97.3,3.2,2.7,100,14.3,16,24.2,58.4,57.1,96.8,97.3,3.2,2.7,0,0,0,0,0,0,0,0,0,0,101,13,33,39,49,46,92,91,101,13,33,39,49,46,92,91,0,0,0,0,0,0,0,0,42.7,31.7,56.7,47.3,35.1,26.2,42.8,36.3,42.7,31.7,56.7,47.3,35.1,26.2,42.8,36.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220614067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",06/14/2022 12:00:00 AM,2022 Report Week 24,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,473414,67871,56976,116173,274214,287593,458258,460742,15156,12672,473414,67871,56976,116173,274214,287593,458258,460742,15156,12672,0,0,0,0,0,0,0,0,0,0,-5671,-6263,-79,-8185,7672,2618,-6776,-5646,1105,-25,100,14.3,12,24.5,57.9,60.7,96.8,97.3,3.2,2.7,100,14.3,12,24.5,57.9,60.7,96.8,97.3,3.2,2.7,0,0,0,0,0,0,0,0,0,0,105,18,30,40,52,49,96,95,105,18,30,40,52,49,96,95,0,0,0,0,0,0,0,0,42.9,33.3,56.5,48.9,34,28,40.8,37.2,42.9,33.3,56.5,48.9,34,28,40.8,37.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220607067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",06/07/2022 12:00:00 AM,2022 Report Week 23,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,479085,74134,57055,124358,266542,284975,465034,466388,14051,12697,479085,74134,57055,124358,266542,284975,465034,466388,14051,12697,0,0,0,0,0,0,0,0,0,0,-4072,-1290,-3314,-3991,-1391,690,-6672,-6615,2600,2543,100,15.5,11.9,26,55.6,59.5,97.1,97.3,2.9,2.7,100,15.5,11.9,26,55.6,59.5,97.1,97.3,2.9,2.7,0,0,0,0,0,0,0,0,0,0,105,15,31,39,53,49,96,94,105,15,31,39,53,49,96,94,0,0,0,0,0,0,0,0,46.2,33.6,60.1,48.7,35.3,27.4,41.3,35.9,46.2,33.6,60.1,48.7,35.3,27.4,41.3,35.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220531067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",05/31/2022 12:00:00 AM,2022 Report Week 22,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,483157,75424,60369,128349,267933,284285,471706,473003,11451,10154,483157,75424,60369,128349,267933,284285,471706,473003,11451,10154,0,0,0,0,0,0,0,0,0,0,16556,-1103,-7702,15737,4053,9701,18687,17736,-2131,-1180,100,15.6,12.5,26.6,55.5,58.8,97.6,97.9,2.4,2.1,100,15.6,12.5,26.6,55.5,58.8,97.6,97.9,2.4,2.1,0,0,0,0,0,0,0,0,0,0,104,17,32,38,48,48,91,94,104,17,32,38,48,48,91,94,0,0,0,0,0,0,0,0,47.3,33.6,60.8,48.5,36.1,26.5,42.2,35.4,47.3,33.6,60.8,48.5,36.1,26.5,42.2,35.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220524067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",05/24/2022 12:00:00 AM,2022 Report Week 21,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,466601,76527,68071,112612,263880,274584,453019,455267,13582,11334,466601,76527,68071,112612,263880,274584,453019,455267,13582,11334,0,0,0,0,0,0,0,0,0,0,-25118,-2885,11284,-6649,-16008,-29786,-25542,-25151,424,33,100,16.4,14.6,24.1,56.6,58.8,97.1,97.6,2.9,2.4,100,16.4,14.6,24.1,56.6,58.8,97.1,97.6,2.9,2.4,0,0,0,0,0,0,0,0,0,0,102,16,30,37,51,49,93,92,102,16,30,37,51,49,93,92,0,0,0,0,0,0,0,0,47.9,33.1,60.8,47.9,38.4,26.9,44.9,36.9,47.9,33.1,60.8,47.9,38.4,26.9,44.9,36.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220517067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",05/17/2022 12:00:00 AM,2022 Report Week 20,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,491719,79412,56787,119261,279888,304370,478561,480418,13158,11301,491719,79412,56787,119261,279888,304370,478561,480418,13158,11301,0,0,0,0,0,0,0,0,0,0,-10774,-1513,-17530,913,-11150,7368,-11750,-9249,976,-1525,100,16.1,11.5,24.3,56.9,61.9,97.3,97.7,2.7,2.3,100,16.1,11.5,24.3,56.9,61.9,97.3,97.7,2.7,2.3,0,0,0,0,0,0,0,0,0,0,107,19,34,43,50,46,98,96,107,19,34,43,50,46,98,96,0,0,0,0,0,0,0,0,45.1,31.3,57.8,45.6,36.9,26.3,43.1,36.5,45.1,31.3,57.8,45.6,36.9,26.3,43.1,36.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220510067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",05/10/2022 12:00:00 AM,2022 Report Week 19,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,502493,80925,74317,118348,291038,297002,490311,489667,12182,12826,502493,80925,74317,118348,291038,297002,490311,489667,12182,12826,0,0,0,0,0,0,0,0,0,0,2237,3090,-2018,1303,-1516,1951,2877,1236,-640,1001,100,16.1,14.8,23.6,57.9,59.1,97.6,97.4,2.4,2.6,100,16.1,14.8,23.6,57.9,59.1,97.6,97.4,2.4,2.6,0,0,0,0,0,0,0,0,0,0,105,17,32,44,50,47,97,96,105,17,32,44,50,47,97,96,0,0,0,0,0,0,0,0,47.5,31.2,60.7,46.6,39.3,25.7,45.2,36.5,47.5,31.2,60.7,46.6,39.3,25.7,45.2,36.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220503067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",05/03/2022 12:00:00 AM,2022 Report Week 18,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,500256,77835,76335,117045,292554,295051,487434,488431,12822,11825,500256,77835,76335,117045,292554,295051,487434,488431,12822,11825,0,0,0,0,0,0,0,0,0,0,2907,-4461,847,-32,6009,3376,1516,4191,1391,-1284,100,15.6,15.3,23.4,58.5,59,97.4,97.6,2.6,2.4,100,15.6,15.3,23.4,58.5,59,97.4,97.6,2.6,2.4,0,0,0,0,0,0,0,0,0,0,106,17,34,44,50,47,98,96,106,17,34,44,50,47,98,96,0,0,0,0,0,0,0,0,47.7,31.4,61.3,46.5,39.9,26.7,44.8,37.3,47.7,31.4,61.3,46.5,39.9,26.7,44.8,37.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220426067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",04/26/2022 12:00:00 AM,2022 Report Week 17,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,497349,82296,75488,117077,286545,291675,485918,484240,11431,13109,497349,82296,75488,117077,286545,291675,485918,484240,11431,13109,0,0,0,0,0,0,0,0,0,0,-1741,-6034,4777,90,4790,-5889,-1154,-1022,-587,-719,100,16.5,15.2,23.5,57.6,58.6,97.7,97.4,2.3,2.6,100,16.5,15.2,23.5,57.6,58.6,97.7,97.4,2.3,2.6,0,0,0,0,0,0,0,0,0,0,103,17,33,43,50,46,97,94,103,17,33,43,50,46,97,94,0,0,0,0,0,0,0,0,47.3,31.2,61.9,46.9,39.5,26.5,45.3,37.2,47.3,31.2,61.9,46.9,39.5,26.5,45.3,37.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220419067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",04/19/2022 12:00:00 AM,2022 Report Week 16,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,499090,88330,70711,116987,281755,297564,487072,485262,12018,13828,499090,88330,70711,116987,281755,297564,487072,485262,12018,13828,0,0,0,0,0,0,0,0,0,0,-2422,-1037,9397,-9400,6852,-4449,-3585,-4452,1163,2030,100,17.7,14.2,23.4,56.5,59.6,97.6,97.2,2.4,2.8,100,17.7,14.2,23.4,56.5,59.6,97.6,97.2,2.4,2.8,0,0,0,0,0,0,0,0,0,0,102,19,31,41,46,41,90,90,102,19,31,41,46,41,90,90,0,0,0,0,0,0,0,0,46.7,31.3,61.1,48.9,38.7,27.4,45.8,39.5,46.7,31.3,61.1,48.9,38.7,27.4,45.8,39.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220412067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",04/12/2022 12:00:00 AM,2022 Report Week 15,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,501512,89367,61314,126387,274903,302013,490657,489714,10855,11798,501512,89367,61314,126387,274903,302013,490657,489714,10855,11798,0,0,0,0,0,0,0,0,0,0,-1050,3982,2213,-8484,3713,6322,-789,51,-261,-1101,100,17.8,12.2,25.2,54.8,60.2,97.8,97.6,2.2,2.4,100,17.8,12.2,25.2,54.8,60.2,97.8,97.6,2.2,2.4,0,0,0,0,0,0,0,0,0,0,106,18,34,46,49,43,98,94,106,18,34,46,49,43,98,94,0,0,0,0,0,0,0,0,44.9,31.5,59.1,49.5,37.4,28.1,44,39.1,44.9,31.5,59.1,49.5,37.4,28.1,44,39.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220405067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",04/05/2022 12:00:00 AM,2022 Report Week 14,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,502562,85385,59101,134871,271190,295691,491446,489663,11116,12899,502562,85385,59101,134871,271190,295691,491446,489663,11116,12899,0,0,0,0,0,0,0,0,0,0,-6278,5103,-3666,5626,-15920,-8407,-5191,-6447,-1087,169,100,17,11.8,26.8,54,58.8,97.8,97.4,2.2,2.6,100,17,11.8,26.8,54,58.8,97.8,97.4,2.2,2.6,0,0,0,0,0,0,0,0,0,0,106,21,32,45,50,43,99,93,106,21,32,45,50,43,99,93,0,0,0,0,0,0,0,0,44.5,33.2,58.4,50.2,37.9,28,43.1,39.7,44.5,33.2,58.4,50.2,37.9,28,43.1,39.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220329067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",03/29/2022 12:00:00 AM,2022 Report Week 13,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,508840,80282,62767,129245,287110,304098,496637,496110,12203,12730,508840,80282,62767,129245,287110,304098,496637,496110,12203,12730,0,0,0,0,0,0,0,0,0,0,-1393,848,-2117,6521,-6706,-5928,663,-1524,-2056,131,100,15.8,12.3,25.4,56.4,59.8,97.6,97.5,2.4,2.5,100,15.8,12.3,25.4,56.4,59.8,97.6,97.5,2.4,2.5,0,0,0,0,0,0,0,0,0,0,103,19,32,43,48,40,95,88,103,19,32,43,48,40,95,88,0,0,0,0,0,0,0,0,44.7,34.1,58,52.7,37.2,28.8,43.4,41.4,44.7,34.1,58,52.7,37.2,28.8,43.4,41.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220322067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",03/22/2022 12:00:00 AM,2022 Report Week 12,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,510233,79434,64884,122724,293816,310026,495974,497634,14259,12599,510233,79434,64884,122724,293816,310026,495974,497634,14259,12599,0,0,0,0,0,0,0,0,0,0,-25385,-5376,-3300,-419,-17837,-23400,-23632,-27119,-1753,1734,100,15.6,12.7,24.1,57.6,60.8,97.2,97.5,2.8,2.5,100,15.6,12.7,24.1,57.6,60.8,97.2,97.5,2.8,2.5,0,0,0,0,0,0,0,0,0,0,104,21,29,44,48,42,96,91,104,21,29,44,48,42,96,91,0,0,0,0,0,0,0,0,45.9,33.6,59.8,52.6,39.3,28.3,45.3,42.9,45.9,33.6,59.8,52.6,39.3,28.3,45.3,42.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220315067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",03/15/2022 12:00:00 AM,2022 Report Week 11,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,535618,84810,68184,123143,311653,333426,519606,524753,16012,10865,535618,84810,68184,123143,311653,333426,519606,524753,16012,10865,0,0,0,0,0,0,0,0,0,0,10042,10215,-17301,5606,-8181,21269,7640,9574,2402,468,100,15.8,12.7,23,58.2,62.3,97,98,3,2,100,15.8,12.7,23,58.2,62.3,97,98,3,2,0,0,0,0,0,0,0,0,0,0,109,21,32,47,51,42,103,93,109,21,32,47,51,42,103,93,0,0,0,0,0,0,0,0,45.4,32.1,57.8,50.3,37.2,27.8,44.2,42.3,45.4,32.1,57.8,50.3,37.2,27.8,44.2,42.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220308067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",03/08/2022 12:00:00 AM,2022 Report Week 10,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,525576,74595,85485,117537,319834,312157,511966,515179,13610,10397,525576,74595,85485,117537,319834,312157,511966,515179,13610,10397,0,0,0,0,0,0,0,0,0,0,389,492,10427,-4293,6183,-3284,2382,2850,-1993,-2461,100,14.2,16.3,22.4,60.9,59.4,97.4,98,2.6,2,100,14.2,16.3,22.4,60.9,59.4,97.4,98,2.6,2,0,0,0,0,0,0,0,0,0,0,113,19,36,51,52,44,108,98,113,19,36,51,52,44,108,98,0,0,0,0,0,0,0,0,44.7,31.9,56.7,48.9,37.1,27.1,44.7,40.6,44.7,31.9,56.7,48.9,37.1,27.1,44.7,40.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220301067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",03/01/2022 12:00:00 AM,2022 Report Week 09,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,525187,74103,75058,121830,313651,315441,509584,512329,15603,12858,525187,74103,75058,121830,313651,315441,509584,512329,15603,12858,0,0,0,0,0,0,0,0,0,0,19525,7127,4968,19291,-4160,-5316,22258,18943,-2733,582,100,14.1,14.3,23.2,59.7,60.1,97,97.6,3,2.4,100,14.1,14.3,23.2,59.7,60.1,97,97.6,3,2.4,0,0,0,0,0,0,0,0,0,0,115,18,36,43,55,48,105,97,115,18,36,43,55,48,105,97,0,0,0,0,0,0,0,0,42.4,33.8,56.2,49.5,35.9,28.2,43.2,41.2,42.4,33.8,56.2,49.5,35.9,28.2,43.2,41.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
220222067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",02/22/2022 12:00:00 AM,2022 Report Week 08,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,505662,66976,70090,102539,317811,320757,487326,493386,18336,12276,505662,66976,70090,102539,317811,320757,487326,493386,18336,12276,0,0,0,0,0,0,0,0,0,0,-22030,-3343,-3348,-11484,-8236,-7894,-23063,-22726,1033,696,100,13.2,13.9,20.3,62.9,63.4,96.4,97.6,3.6,2.4,100,13.2,13.9,20.3,62.9,63.4,96.4,97.6,3.6,2.4,0,0,0,0,0,0,0,0,0,0,112,22,29,42,56,50,104,97,112,22,29,42,56,50,104,97,0,0,0,0,0,0,0,0,40.1,33.7,53.1,49.5,35.4,29.1,42.4,43.3,40.1,33.7,53.1,49.5,35.4,29.1,42.4,43.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
